"dataset","model","sample.size","effect_size","replicate","minor.freq","b.snp","b.med","SD","W_n","Z_n","K_n","U_n","n.resamples","R2.T1.U","R2.T2.U","truth.model","n.true.confs","true.confs","CSq.n.selected","CSq.n.tp","CSq.n.fp","CSq.n.fn","CSq.n.fp.other.trio","CSq.has.common.child","CSq.has.intermediate","CSq.selected","CSa.n.selected","CSa.n.tp","CSa.n.fp","CSa.n.fn","CSa.n.fp.other.trio","CSa.has.common.child","CSa.has.intermediate","CSa.selected","CSq.filter_int_child","CSa.filter_int_child","mrpc.truth.model","mrpc.truth.correct","mrpc.truth.correct.coarse","mrpc.truth.time.seconds","mrpc.truth.timed.out","mrpc.truth.error","mrpc.CSq.model","mrpc.CSq.correct","mrpc.CSq.correct.coarse","mrpc.CSq.time.seconds","mrpc.CSq.timed.out","mrpc.CSq.error","mrpc.CSa.model","mrpc.CSa.correct","mrpc.CSa.correct.coarse","mrpc.CSa.time.seconds","mrpc.CSa.timed.out","mrpc.CSa.error"
1381,"model0",150,"medium",19,0.44,0.885538382572122,0.376507109822705,1,1,1,0,46,1,0.714575489919182,0.739981479035367,"M0.1",46,"U1.1381;U2.1381;U3.1381;U4.1381;U5.1381;U6.1381;U7.1381;U8.1381;U9.1381;U10.1381;U11.1381;U12.1381;U13.1381;U14.1381;U15.1381;U16.1381;U17.1381;U18.1381;U19.1381;U20.1381;U21.1381;U22.1381;U23.1381;U24.1381;U25.1381;U26.1381;U27.1381;U28.1381;U29.1381;U30.1381;U31.1381;U32.1381;U33.1381;U34.1381;U35.1381;U36.1381;U37.1381;U38.1381;U39.1381;U40.1381;U41.1381;U42.1381;U43.1381;U44.1381;U45.1381;U46.1381",1,0,1,46,0,TRUE,FALSE,"Z1.1381",104,11,93,35,91,TRUE,TRUE,"U21.6;U42.7;U44.7;U46.7;U18.31;W1.81;U34.82;U40.84;U27.85;U5.134;U33.182;U39.182;U38.210;U9.235;U13.260;U12.333;U14.334;U17.357;W1.357;U28.358;U2.359;U22.359;U42.383;U11.384;U11.406;U8.407;U36.431;U9.432;U14.457;U7.458;U39.458;U5.485;U38.485;U17.506;U41.560;U12.581;U13.581;U24.581;U26.581;U26.583;U42.634;U37.681;Z1.731;U12.734;U11.756;U9.785;U14.857;U28.885;U12.931;U22.931;U5.982;U9.982;U21.983;U17.1031;U2.1057;U5.1057;U36.1057;U33.1060;U1.1106;U23.1110;U29.1135;U8.1158;U13.1181;U15.1183;U33.1206;U34.1206;U33.1207;U38.1207;U6.1234;U15.1234;Z1.1234;U1.1235;U48.1258;U10.1259;U1.1282;U19.1282;U17.1284;U19.1310;U38.1310;U29.1335;U3.1359;U11.1360;U4.1381;U8.1381;U10.1381;U11.1381;U20.1381;U24.1381;U36.1381;U37.1381;U39.1381;U41.1381;U43.1381;W1.1381;Z1.1381;U37.1382;U21.1384;W1.1408;U14.1431;U29.1456;U3.1482;U25.1483;U6.1484;U14.1484",TRUE,TRUE,"M0.1",TRUE,TRUE,0.225564956665039,FALSE,NA,"M0.1",TRUE,TRUE,0.0229849815368652,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1382,"model1",150,"medium",19,0.24,0.849425417138264,0.394203786086291,1,1,1,0,43,1,0.736389615300506,0.666656101214861,"M1.1",43,"U1.1382;U2.1382;U3.1382;U4.1382;U5.1382;U6.1382;U7.1382;U8.1382;U9.1382;U10.1382;U11.1382;U12.1382;U13.1382;U14.1382;U15.1382;U16.1382;U17.1382;U18.1382;U19.1382;U20.1382;U21.1382;U22.1382;U23.1382;U24.1382;U25.1382;U26.1382;U27.1382;U28.1382;U29.1382;U30.1382;U31.1382;U32.1382;U33.1382;U34.1382;U35.1382;U36.1382;U37.1382;U38.1382;U39.1382;U40.1382;U41.1382;U42.1382;U43.1382",1,0,1,43,0,TRUE,FALSE,"Z1.1382",110,13,97,30,95,TRUE,TRUE,"U1.6;U13.6;U34.6;U17.59;U42.82;U16.83;Z1.110;W1.132;U18.133;U27.133;U1.135;U13.135;U27.157;U28.157;U2.184;U25.206;U7.210;U14.256;U27.258;W1.283;U13.306;W1.306;U21.331;U18.333;U37.333;U16.356;U32.359;U2.383;U11.406;U42.409;U20.410;U6.457;U4.458;U35.460;U42.460;U26.485;U17.535;U35.556;U5.559;U18.560;U1.584;Z1.584;U4.585;U17.585;U1.606;U4.610;U13.610;U10.632;U21.634;U3.659;U14.706;U42.709;U28.710;W1.757;U33.758;U15.760;U12.781;U28.783;U16.785;U16.810;U20.810;U30.810;U25.834;W1.856;U6.857;U4.908;U3.934;U21.981;U4.1032;U17.1032;U14.1034;U23.1056;U37.1056;U12.1057;U6.1084;U17.1084;U48.1107;U19.1110;U26.1133;U32.1133;W1.1133;U6.1157;U12.1183;U6.1206;U1.1208;Z1.1232;W1.1234;U12.1256;U42.1256;U14.1259;U11.1334;U1.1382;U3.1382;U7.1382;U11.1382;U13.1382;U14.1382;U22.1382;U23.1382;U26.1382;U31.1382;U36.1382;U37.1382;U40.1382;W1.1382;Z1.1382;U12.1406;U1.1410;U25.1457;U13.1458",TRUE,TRUE,"Other",FALSE,FALSE,0.218388080596924,FALSE,NA,"Other",FALSE,FALSE,0.0121760368347168,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1383,"model2",150,"medium",19,0.07,0.587951871566474,0.343497617915273,1,1,1,0,4,2,0.221477235599503,0.108224105062966,"M2.1",4,"U1.1383;U2.1383;U3.1383;U4.1383",1,0,1,4,0,TRUE,FALSE,"Z1.1383",91,3,88,1,87,TRUE,FALSE,"U40.33;Z1.57;U12.59;U31.60;U37.82;U20.84;U25.157;U39.157;U32.182;W1.183;U18.231;U10.258;U11.258;U34.259;U20.281;U4.308;U30.310;U9.331;U27.356;U24.357;U31.357;U16.358;U2.359;U1.382;U2.382;U32.410;Z1.410;U19.432;U11.434;U15.460;U20.460;U16.482;U2.483;U5.485;U15.556;U38.556;U46.556;U5.559;U6.559;U1.582;U16.631;U12.633;U5.635;U1.684;U10.732;U23.783;U23.784;U26.785;U34.809;U16.810;U10.834;U32.834;U5.857;U10.882;U26.885;U34.908;U8.931;U6.932;U8.960;U6.981;U22.981;U14.983;U2.985;U9.1033;U6.1034;U42.1057;U45.1057;U4.1060;U12.1083;U25.1107;U44.1107;U28.1108;U4.1110;U25.1133;U12.1158;U48.1160;U21.1210;U14.1281;U24.1335;U26.1359;U17.1360;U28.1381;U1.1383;U2.1383;U4.1383;Z1.1383;U1.1408;U4.1408;U17.1433;U9.1460;U24.1482",TRUE,TRUE,"Other",FALSE,FALSE,0.0245308876037598,FALSE,NA,"Other",FALSE,FALSE,0.0224549770355225,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1384,"model3",150,"medium",19,0.18,0.608521709567867,0.301339524379,1,1,1,0,28,1,0.513956467563222,0.631936716926812,"M3",28,"U1.1384;U2.1384;U3.1384;U4.1384;U5.1384;U6.1384;U7.1384;U8.1384;U9.1384;U10.1384;U11.1384;U12.1384;U13.1384;U14.1384;U15.1384;U16.1384;U17.1384;U18.1384;U19.1384;U20.1384;U21.1384;U22.1384;U23.1384;U24.1384;U25.1384;U26.1384;U27.1384;U28.1384",1,0,1,28,0,TRUE,FALSE,"Z1.1384",95,11,84,17,83,TRUE,FALSE,"W1.32;U34.33;Z1.33;U13.34;U8.82;W1.106;U1.109;U6.157;U11.159;U16.159;U29.159;U30.231;U26.234;U21.256;U9.283;U35.331;Z1.331;U27.334;U10.384;U29.384;U3.407;U22.407;U12.409;U5.435;U43.435;U20.458;U17.482;U9.485;U25.507;U6.508;U36.556;U12.557;U27.557;U19.559;U26.560;U24.581;U27.583;U8.584;U4.632;U14.634;U17.635;W1.658;U12.685;U36.685;U10.706;U20.710;U25.731;U30.731;U37.731;U31.732;U14.735;U26.783;U15.810;U39.810;U29.857;U3.882;Z1.882;U2.957;Z1.957;U11.983;U13.985;U8.1006;U3.1034;U44.1057;U36.1081;U2.1109;U5.1133;Z1.1133;U4.1134;U5.1208;U1.1209;U16.1231;U23.1232;U10.1281;U13.1331;W1.1334;U2.1384;U4.1384;U7.1384;U12.1384;U15.1384;U19.1384;U21.1384;U22.1384;U23.1384;U25.1384;U28.1384;Z1.1384;U27.1406;U23.1409;U32.1409;U11.1410;U38.1433;W1.1433;U11.1485",TRUE,TRUE,"Other",FALSE,FALSE,0.0415089130401611,FALSE,NA,"Other",FALSE,FALSE,0.0178902149200439,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1385,"model4",150,"medium",19,0.3,0.922392347129062,0.412478837603703,1,1,1,0,23,1,0.545801826070634,0.482499235907122,"M4",23,"U1.1385;U2.1385;U3.1385;U4.1385;U5.1385;U6.1385;U7.1385;U8.1385;U9.1385;U10.1385;U11.1385;U12.1385;U13.1385;U14.1385;U15.1385;U16.1385;U17.1385;U18.1385;U19.1385;U20.1385;U21.1385;U22.1385;U23.1385",2,1,1,22,0,TRUE,FALSE,"U22.1385;Z1.1385",98,7,91,16,89,TRUE,TRUE,"W1.33;U3.60;U40.82;U12.83;U26.85;U7.107;W1.109;U4.159;U27.183;U32.206;U5.259;U2.282;U23.282;U40.282;U43.282;U6.284;U4.332;U4.333;U22.356;U38.356;U28.383;U20.384;U36.385;U9.410;W1.431;U27.432;U30.510;U39.510;Z1.532;U37.558;U32.581;U35.581;U10.584;U5.606;U32.634;U16.658;U9.706;U18.707;U6.709;U24.710;U21.735;U15.756;U2.783;U15.783;U5.784;U11.784;U21.810;U39.810;W1.857;U20.883;W1.885;U1.907;U9.931;U9.933;U11.934;U4.935;U13.935;U16.958;U19.981;U6.983;U15.985;U22.985;U47.1006;U14.1081;U7.1106;U19.1107;U30.1108;U2.1109;U29.1131;U23.1133;U2.1160;U10.1160;U13.1160;U43.1160;U12.1210;U25.1235;U19.1257;U48.1259;U36.1283;W1.1356;U1.1357;U40.1382;U3.1385;U4.1385;U5.1385;U6.1385;U10.1385;U17.1385;U22.1385;W1.1385;Z1.1385;U19.1406;U47.1406;U30.1409;Z1.1432;U26.1435;U20.1457;U19.1459",TRUE,TRUE,"M2.2",FALSE,FALSE,0.0821628570556641,FALSE,NA,"M1.2",FALSE,FALSE,0.0152268409729004,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1386,"model0",300,"medium",19,0.5,0.974723955034278,0.318871616898105,1,1,1,0,10,1,0.31063113959827,0.264726629992107,"M0.1",10,"U1.1386;U2.1386;U3.1386;U4.1386;U5.1386;U6.1386;U7.1386;U8.1386;U9.1386;U10.1386",4,3,1,7,1,FALSE,FALSE,"U24.739;U5.1386;U6.1386;U9.1386",97,8,89,2,88,FALSE,TRUE,"U8.61;U32.61;U40.65;U14.86;U27.87;U12.111;U15.136;U22.187;U44.190;U8.212;W1.213;Z1.261;Z1.263;U6.264;U20.290;U20.313;U16.315;U45.315;U17.337;U10.363;U2.387;U5.414;Z1.415;U6.437;U7.461;U27.461;U10.463;U15.463;U25.464;U39.464;U2.465;U9.487;U17.488;Z1.490;U30.561;U8.586;U7.587;U10.588;U17.589;U27.589;U5.661;U6.661;U18.662;U3.663;U15.711;U14.737;U24.739;U26.739;U29.739;U41.740;U25.761;U31.761;U19.838;U21.887;U15.890;U30.913;U5.915;U8.938;U29.940;U10.964;U4.989;Z1.1063;U1.1064;U5.1064;U16.1064;U18.1087;U7.1112;U27.1136;U29.1139;U6.1164;U18.1164;U28.1187;U5.1215;U3.1261;U4.1262;U13.1262;U15.1265;U20.1312;U35.1312;Z1.1336;Z1.1361;U4.1362;U14.1365;U1.1386;U2.1386;U3.1386;U5.1386;U6.1386;U8.1386;U9.1386;U10.1386;W1.1386;U32.1411;U15.1437;U46.1438;U5.1486;U16.1488",TRUE,TRUE,"M0.1",TRUE,TRUE,1.41559886932373,FALSE,NA,"Other",FALSE,FALSE,0.115156888961792,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1387,"model1",300,"medium",19,0.4,0.602653010864742,0.310896594775841,1,1,1,0,2,1,0.105277606944587,0.0618005952852029,"M1.1",2,"U1.1387;U2.1387",4,2,2,0,0,TRUE,TRUE,"U1.1387;U2.1387;W1.1387;Z1.1387",79,2,77,0,75,TRUE,TRUE,"U25.14;U6.61;U33.62;U7.115;Z1.137;U3.162;U24.164;U11.186;U17.238;U42.238;U9.263;U2.264;U16.264;U38.289;U9.290;U12.313;U27.338;U9.364;U12.364;U26.388;U21.389;U5.413;U22.462;U9.465;W1.487;U31.512;U3.515;Z1.538;Z1.539;U25.639;U11.662;U15.665;U15.763;U36.812;U9.815;Z1.837;U30.839;U38.840;U41.913;U8.915;U5.936;U5.940;U3.964;U9.988;U2.990;U24.990;U43.1012;U21.1013;U26.1015;U3.1038;U18.1038;U32.1038;U14.1039;U6.1087;U7.1087;U15.1090;U33.1112;U2.1113;U18.1139;U8.1165;U21.1165;U5.1186;U8.1186;U14.1190;U27.1190;U12.1236;U22.1236;U1.1265;U9.1288;U27.1362;U21.1365;U1.1387;U2.1387;W1.1387;Z1.1387;U21.1411;U46.1411;U13.1412;U33.1439",TRUE,TRUE,"M3",FALSE,FALSE,0.0448479652404785,FALSE,NA,"M3",FALSE,FALSE,0.149300098419189,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1388,"model2",300,"medium",19,0.37,0.97028207895346,0.381485230149701,1,1,1,0,42,1,0.561242001697036,0.604773837300804,"M2.1",42,"U1.1388;U2.1388;U3.1388;U4.1388;U5.1388;U6.1388;U7.1388;U8.1388;U9.1388;U10.1388;U11.1388;U12.1388;U13.1388;U14.1388;U15.1388;U16.1388;U17.1388;U18.1388;U19.1388;U20.1388;U21.1388;U22.1388;U23.1388;U24.1388;U25.1388;U26.1388;U27.1388;U28.1388;U29.1388;U30.1388;U31.1388;U32.1388;U33.1388;U34.1388;U35.1388;U36.1388;U37.1388;U38.1388;U39.1388;U40.1388;U41.1388;U42.1388",9,6,3,36,2,TRUE,FALSE,"U4.338;U35.437;U1.1388;U8.1388;U13.1388;U32.1388;U37.1388;U42.1388;Z1.1388",96,17,79,25,77,TRUE,TRUE,"U24.36;U22.37;U27.37;U21.65;U20.87;U25.87;U26.112;U19.136;U8.186;U13.187;Z1.189;U11.214;U8.238;U12.240;U28.263;U43.264;U38.315;U47.315;U26.337;U4.338;U36.338;U16.363;Z1.390;U3.412;U35.437;U14.486;U2.487;U3.490;Z1.513;Z1.514;U1.537;U13.537;U13.539;U5.563;Z1.563;U25.587;U4.589;U10.636;Z1.638;U5.687;U8.687;U27.689;U18.712;U11.736;U2.739;U17.761;U3.763;U38.765;Z1.789;U27.814;U7.839;U32.840;U24.886;U7.888;U13.889;U11.913;U34.913;U28.989;U25.990;Z1.1086;U27.1087;U8.1089;U1.1115;U13.1138;U11.1162;U1.1189;U5.1190;U18.1236;U10.1287;U21.1311;U29.1365;U1.1388;U5.1388;U6.1388;U8.1388;U11.1388;U13.1388;U14.1388;U17.1388;U21.1388;U22.1388;U24.1388;U25.1388;U30.1388;U32.1388;U34.1388;U37.1388;U42.1388;W1.1388;Z1.1388;U21.1390;U12.1411;U10.1412;U4.1415;U7.1439;U4.1489",TRUE,TRUE,"M0.1",FALSE,FALSE,37.453115940094,FALSE,NA,"M2.1",TRUE,TRUE,0.58698296546936,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1389,"model3",300,"medium",19,0.2,0.706825245288201,0.482086550956592,1,1,1,0,36,1,0.603119733756614,0.493920374155473,"M3",36,"U1.1389;U2.1389;U3.1389;U4.1389;U5.1389;U6.1389;U7.1389;U8.1389;U9.1389;U10.1389;U11.1389;U12.1389;U13.1389;U14.1389;U15.1389;U16.1389;U17.1389;U18.1389;U19.1389;U20.1389;U21.1389;U22.1389;U23.1389;U24.1389;U25.1389;U26.1389;U27.1389;U28.1389;U29.1389;U30.1389;U31.1389;U32.1389;U33.1389;U34.1389;U35.1389;U36.1389",4,2,2,34,0,TRUE,TRUE,"U12.1389;U13.1389;W1.1389;Z1.1389",117,17,100,19,98,TRUE,TRUE,"U5.12;U46.38;U4.62;U4.64;U11.65;U13.88;U2.89;U7.112;U16.161;U8.164;U47.164;U18.211;U11.214;Z1.214;U31.215;U14.238;U36.238;U7.287;U34.289;U18.315;U32.337;U3.340;U5.364;U6.365;U24.388;U19.390;U19.414;U13.465;W1.465;U36.489;U6.561;U20.562;U4.563;U15.563;U7.662;U4.664;U10.688;U24.688;U29.688;U26.689;U34.761;U13.763;U1.764;U32.786;U1.787;U2.811;U39.811;Z1.811;U36.812;U38.814;U21.815;U36.815;U15.839;U37.840;U2.887;U20.889;U41.913;U46.913;W1.938;W1.963;U1.965;U7.989;U29.1038;U6.1065;U17.1088;U12.1114;U22.1136;U27.1139;U36.1161;U34.1165;Z1.1236;U40.1237;U25.1239;U31.1239;U5.1263;U2.1264;U25.1287;U16.1311;U38.1312;U6.1337;U30.1339;U7.1340;U23.1365;U24.1365;U34.1365;U10.1388;U1.1389;U3.1389;U5.1389;U7.1389;U12.1389;U13.1389;U14.1389;U18.1389;U20.1389;U21.1389;U24.1389;U26.1389;U30.1389;U31.1389;U32.1389;U33.1389;U35.1389;W1.1389;Z1.1389;U20.1411;U12.1413;U29.1439;U39.1439;U21.1440;U5.1461;U11.1461;U3.1462;U6.1465;U10.1488;U24.1488;U35.1490",TRUE,TRUE,"Other",FALSE,FALSE,0.747776031494141,FALSE,NA,"M3",TRUE,TRUE,0.153241157531738,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1390,"model4",300,"medium",19,0.42,0.862788349739276,0.337134987162426,1,1,1,0,40,1,0.603354587988915,0.540983388306588,"M4",40,"U1.1390;U2.1390;U3.1390;U4.1390;U5.1390;U6.1390;U7.1390;U8.1390;U9.1390;U10.1390;U11.1390;U12.1390;U13.1390;U14.1390;U15.1390;U16.1390;U17.1390;U18.1390;U19.1390;U20.1390;U21.1390;U22.1390;U23.1390;U24.1390;U25.1390;U26.1390;U27.1390;U28.1390;U29.1390;U30.1390;U31.1390;U32.1390;U33.1390;U34.1390;U35.1390;U36.1390;U37.1390;U38.1390;U39.1390;U40.1390",5,4,1,36,0,FALSE,TRUE,"U1.1390;U24.1390;U26.1390;U35.1390;W1.1390",111,15,96,25,95,FALSE,TRUE,"U4.11;U13.12;U18.12;U1.39;U19.62;U20.88;U18.112;U1.114;U6.114;U2.136;U29.136;U14.186;U16.187;U5.189;U29.190;U46.236;U6.237;U14.262;U32.264;U6.289;U25.289;U26.290;U26.337;U4.363;U28.364;U42.364;U6.437;U16.437;U30.464;U33.464;U4.465;Z1.465;U7.511;U21.512;U22.539;U19.540;U34.561;U3.588;U17.588;U33.613;U11.614;U14.614;U6.640;U12.640;U4.662;U24.663;U16.665;U17.688;U39.740;U9.765;U28.786;U10.790;U13.790;U30.790;U14.839;U17.840;U29.889;Z1.890;U47.914;U6.936;U14.936;U30.937;U11.988;U20.988;U22.988;U22.1038;U27.1061;U38.1061;U22.1062;U27.1064;U21.1087;U7.1088;U7.1111;U15.1112;Z1.1115;U20.1139;U48.1190;U26.1262;W1.1263;U3.1265;U10.1286;U3.1314;U45.1337;U10.1338;U31.1362;U4.1364;U27.1365;U1.1390;U2.1390;U3.1390;U17.1390;U19.1390;U23.1390;U24.1390;U26.1390;U27.1390;U30.1390;U33.1390;U34.1390;U35.1390;U38.1390;U39.1390;W1.1390;U17.1411;Z1.1415;U47.1438;U16.1439;U24.1463;U27.1486;U2.1488;Z1.1489",TRUE,TRUE,NA,FALSE,FALSE,NA,TRUE,"reached elapsed time limit [cpu=180s, elapsed=180s]","M3",FALSE,FALSE,0.190918922424316,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1401,"model0",50,"large",19,0.07,1.21337602380663,0.717702640336938,1,1,1,0,25,2,0.680060978778778,0.708882254454654,"M0.1",25,"U1.1401;U2.1401;U3.1401;U4.1401;U5.1401;U6.1401;U7.1401;U8.1401;U9.1401;U10.1401;U11.1401;U12.1401;U13.1401;U14.1401;U15.1401;U16.1401;U17.1401;U18.1401;U19.1401;U20.1401;U21.1401;U22.1401;U23.1401;U24.1401;U25.1401",1,0,1,25,0,TRUE,FALSE,"Z1.1401",86,4,82,21,81,TRUE,FALSE,"U5.27;U22.27;U8.54;U14.55;U27.102;U3.103;U10.104;U7.127;U16.128;U10.180;U15.180;U6.229;U18.278;U21.326;U19.351;U22.353;U15.354;U27.402;U28.404;U34.427;U42.427;U27.454;U3.527;U21.529;U13.551;U21.553;U1.555;U2.576;U9.576;U19.576;U3.577;U2.602;U2.652;U10.654;U40.676;U1.677;U23.677;U26.705;U23.726;U8.730;U31.752;U5.753;U23.753;U34.753;U33.754;U34.754;Z1.755;U41.802;U21.830;U6.851;U36.852;U15.855;U22.901;U27.901;U1.930;U3.951;U32.954;U29.978;U37.1002;Z1.1003;U7.1078;U4.1101;U18.1104;U1.1105;U16.1127;U22.1129;W1.1130;U12.1155;U20.1226;U16.1254;U6.1280;U31.1302;W1.1304;W1.1305;U17.1355;U27.1376;U7.1377;U3.1401;U4.1401;U9.1401;U14.1401;Z1.1401;U24.1427;U15.1429;U10.1430;U4.1453",TRUE,TRUE,"M0.1",TRUE,TRUE,0.137938022613525,FALSE,NA,"Other",FALSE,FALSE,0.0306980609893799,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1402,"model1",50,"large",19,0.02,1.21681537094992,0.680815043742768,1,1,1,0,4,35,0.2825338529575,0.234928833584763,"M1.1",4,"U1.1402;U2.1402;U3.1402;U4.1402",1,0,1,4,0,TRUE,FALSE,"Z1.1402",79,0,79,4,78,TRUE,FALSE,"U20.79;W1.80;U28.126;U7.128;U9.128;U34.128;U9.130;Z1.152;U14.176;U28.201;U13.204;U19.230;U8.251;U38.251;U8.303;U29.326;U12.330;U13.354;Z1.379;U2.380;U22.402;U32.404;U8.427;U17.479;U23.479;U29.502;U30.505;U18.528;U3.554;U10.604;U15.604;U38.626;U19.677;U18.728;U16.780;Z1.780;U10.802;U30.805;U6.828;U32.852;U36.852;U7.879;U12.905;U3.929;U22.980;U21.1001;U28.1001;Z1.1055;U19.1076;U24.1076;U5.1078;U6.1080;U11.1080;U21.1101;U29.1102;U31.1102;U19.1127;U12.1129;U2.1130;U16.1155;U20.1176;U7.1177;U1.1228;U7.1229;U9.1253;U3.1277;U4.1301;U2.1304;U39.1327;W1.1353;U17.1380;Z1.1402;U21.1430;U28.1451;U32.1451;U33.1451;U12.1455;U35.1455;U10.1479",TRUE,TRUE,"M1.1",TRUE,TRUE,0.030864953994751,FALSE,NA,"M1.1",TRUE,TRUE,0.0495200157165527,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1403,"model2",50,"large",19,0.35,1.47609504812863,0.931203573476523,1,1,1,0,14,1,0.204900485579663,0.49374693198055,"M2.1",14,"U1.1403;U2.1403;U3.1403;U4.1403;U5.1403;U6.1403;U7.1403;U8.1403;U9.1403;U10.1403;U11.1403;U12.1403;U13.1403;U14.1403",0,0,0,14,0,FALSE,FALSE,"",91,1,90,13,89,TRUE,FALSE,"U4.1;U17.5;U4.27;U11.55;U17.104;U11.126;U25.154;U12.180;U35.205;W1.251;U1.278;U34.326;U4.377;U18.379;U7.404;U18.404;U37.430;U11.452;U20.452;U24.476;U7.477;U30.505;U36.527;U24.528;U26.553;U12.554;U24.554;W1.579;U5.626;U9.629;U3.630;U6.652;W1.654;U23.677;U22.679;U31.679;U40.679;U3.704;U4.704;U36.755;U1.777;U6.777;U23.801;Z1.804;U28.855;U11.876;U12.877;Z1.879;U23.901;Z1.928;U29.929;U6.953;U22.954;U34.954;U25.977;U5.978;U37.978;U33.1002;U5.1028;U13.1054;U30.1080;U3.1104;U20.1104;U15.1129;U9.1151;U3.1152;U23.1152;U20.1202;U16.1229;U3.1230;U3.1253;U11.1254;U1.1255;U11.1277;U15.1279;U1.1301;U25.1302;U25.1351;U3.1403;Z1.1403;U9.1405;U11.1405;U23.1453;U16.1454;U18.1454;U20.1454;U5.1455;Z1.1455;U8.1476;U4.1479;U16.1479",TRUE,TRUE,"M1.1",FALSE,FALSE,0.0645339488983154,FALSE,NA,"M2.1",TRUE,TRUE,0.038801908493042,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1404,"model3",50,"large",19,0.14,1.19523530267179,0.536874745273963,1,1,1,0,1,2,2.76380272818135e-06,0.00489632112347363,"M3",1,"U1.1404",0,0,0,1,0,FALSE,FALSE,"",70,0,70,1,70,FALSE,FALSE,"U5.28;U22.28;U2.52;U5.127;U30.128;U12.151;U20.154;U39.154;U17.155;U32.176;U2.179;U4.201;U1.205;U14.251;Z1.301;U2.303;U41.303;U44.303;U15.304;U1.327;U1.355;U13.377;U18.401;U4.405;U9.452;U23.476;U35.476;U27.502;U3.504;U5.504;U28.576;U41.576;U17.652;U7.676;Z1.677;U6.678;U14.680;U18.779;U26.855;U12.876;U6.877;U21.929;U2.953;U7.954;U1.977;U11.977;U17.1003;U16.1004;U36.1076;U25.1079;W1.1103;U19.1105;U4.1130;U12.1151;U13.1151;U29.1201;U21.1202;U11.1227;U29.1228;U28.1255;U28.1302;U20.1328;U1.1377;U10.1380;U4.1405;U12.1429;U34.1451;U39.1455;U7.1479;U16.1479",TRUE,TRUE,"Other",FALSE,FALSE,0.0205860137939453,FALSE,NA,"Other",FALSE,FALSE,0.0251538753509521,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
